id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
160707	rkrt	[[r]]krt	&rkrt/	krt	PN sg. abs. nom.	Kirta	Redundant initial r before krt; vocative in DULAT's reconstructed d[y]k b-bky krt 'enough weeping, Kirta!' (Martijn/Tania).
# KTU 1.14 II:8							
160708	b	b 	b	b	prep.	at	
160709	dmˤ	dmʿ  	!!dmˤ[/	/d-m-ʕ/	vb G inf.	to shed tears, weep	b dmˤ 'at the weeping'.
160710	nmˤmn	n[[m]]ʿmn    	n&mˤmn(I)/	nʕmn (I)	adj. m. sg. abs. gen.	handsome	Read nˤmn 'the handsome one' with a redundant m after n (Martijn/Tania; DULAT nʕmn I; EUPT Gen. m. sg.).
160711	ġlm	ġlm	ġlm/	ġlm	n. m. sg. cstr. gen.	boy, youth	nˤmn ġlm il 'the handsome Lad of El' (EUPT Gen. m. sg. St.cs.).
# KTU 1.14 II:9							
160712	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
160713	trtḥṣ	trtḥṣ   	!t=!r]t]ḥṣ[	/r-ḥ-ṣ/	vb Gt prefc. 2 m. sg.	to wash oneself	trtḥṣ w tadm 'wash yourself and rouge yourself' (EUPT: 2 m. sg.).
160714	w	w 	w	w	conj.	and	
160715	tadm	tadm	!t!(]n](ʔ&adm[	/ʔ-d-m/	vb N prefc. 2 m. sg.	to rouge oneself	Assimilated N-stem nun is reconstructed before the aleph-initial root: trtḥṣ w tadm 'wash and rouge yourself' (DULAT/EUPT; Martijn/Tania).
# KTU 1.14 II:10							
160716	rḥṣ	rḥṣ[  ]  	!!rḥṣ[	/r-ḥ-ṣ/	vb G impv. m. sg.	to wash	rḥṣ ydk 'wash your hands' (EUPT: G-Imp.); auto reads ptcpl.
160717	ydk	[y]dk    	yd(I)/+k	yd (I)	n. f. du. cstr. acc. + 2 m. sg. suff.	hand	ydk 'your (two) hands' (EUPT: Du.).
160718	amt	amt	am(t(II)/t	ảmt (II)	n. f. sg. abs. acc.	elbow	ydk amt 'your hands to the elbow' (EUPT amt (II); DULAT ảmt II 'elbow').
# KTU 1.14 II:11							
160719	uṣbˤtk	uṣbʿ[tk ]  	uṣbˤ/t=+k	ủṣbʕ	n. f. pl. cstr. acc. + 2 m. sg. suff.	finger	uṣbˤtk 'your fingers' (EUPT: Pl.).
160720	ˤd	ʿd   	ˤd(I)	ʕd (I)	prep.	up to	ˤd ṯkm 'up to the shoulder' (EUPT prep. ˤd); the context excludes the unrelated noun 'throne'.
160721	ṯkm	ṯkm	ṯkm/	ṯkm	n. m. sg. abs. gen.	shoulder	
# KTU 1.14 II:12							
160722	ˤrb	ʿrb [ ] 	!!ˤrb(I)[	/ʕ-r-b/ (I)	vb G impv. m. sg.	to enter	ˤrb b ẓl ḫmt 'enter into the shade of the tent' (EUPT: G-Imp.).
160723	b	[b ] 	b	b	prep.	in	
160724	ẓl	[ẓl  ]  	ẓl(I)/	ẓl (I)	n. m. sg. cstr. gen.	shade	
160725	ḫmt	[ḫmt]	ḫm(t/t	ḫmt	n. f. sg. abs. gen.	tent	
# KTU 1.14 II:13							
160726	qḥ	qḥ  	!!(lqḥ[	/l-q-ḥ/	vb G impv. m. sg.	to take	qḥ imr 'take a lamb'.
160727	imr	im[r  ]  	imr(I)/	ỉmr (I)	n. m. sg. abs. acc.	lamb	
160728	b	[b ] 	b	b	prep.	in	
160729	ydk	[yd]k	yd(I)/+k	yd (I)	n. f. sg. cstr. gen. + 2 m. sg. suff.	hand	b ydk 'in your hand'.
# KTU 1.14 II:14							
160730	imr	imr  	imr(I)/	ỉmr (I)	n. m. sg. cstr. acc.	lamb	imr dbḥ 'a sacrificial lamb'.
160731	dbḥ	d[bḥ  ]  	dbḥ/	dbḥ	n. m. sg. abs. gen.	sacrifice	imr dbḥ 'lamb of sacrifice' (EUPT dbḥ-II n.).
160732	bm	[b]m  	b~m	b	prep. + encl. -m	in	bm ymn 'in the right (hand)' (Martijn/Tania).
160733	ymn	ymn	ymn(I)/	ymn (I)	n. m. sg. abs. gen.	right (hand)	Object of b~m; EUPT Gen. m. sg.
# KTU 1.14 II:15							
160734	lla	lla  	ll(u&a/	llủ	n. m. sg. abs. acc.	suckling (lamb or kid)	
160735	klatnm	kl[atn]m	kla(t/tn~m(I)	klảt(n)	n. f. du. abs. acc. + encl. -m	both (hands)	Feminine dual klảt(n) with dual -tn; the first dual m dissimilates to n before enclitic -m (Martijn/Tania; EUPT kilˀatêna-ma; DULAT klảt(n)).
# KTU 1.14 II:16							
160736	klt	klt  	kl(t(II)/t	klt (II)	n. f. sg. cstr. acc.	measure	klt lḥmk 'a measure of your bread' (DULAT klt II).
160737	lḥmk	l[ḥmk  ]  	lḥm/+k	lḥm	n. m. sg. cstr. gen. + 2 m. sg. suff.	bread	
160738	d	d 	d	d	det. or rel. functor	which	d nzl 'of offering'.
160739	nzl	nzl	nzl/	nzl	n. m. sg. abs. gen.	offering	
# KTU 1.14 II:17							
160740	qḥ	qḥ  	!!(lqḥ[	/l-q-ḥ/	vb G impv. m. sg.	to take	
160741	msrrˤṣr	ms[rr .]ʿṣr	msrr/ ˤṣr(I)/	msrr, ʕṣr (I)	n. m. sg. cstr. acc., n. f. sg. cstr. gen.	entrails, bird	Two lexical words joined by TF: qḥ msrr ˤṣr dbḥ 'take the entrails of a sacrificial bird' (Martijn/Tania; DULAT msrr and ʕṣr I; EUPT).
# KTU 1.14 II:18							
160742	dbḥ	dbḥ  	dbḥ/	dbḥ	n. m. sg. abs. gen.	sacrifice	ˤṣr dbḥ 'sacrificial bird'.
160743	ṣq	ṣq[  ]  	!!(yṣq[	/y-ṣ-q/	vb G impv. m. sg.	to pour	ṣq b gl ḥtṯ yn 'pour wine into a silver cup' (EUPT: G-Imp. of yṣq).
160744	b	[b ] 	b	b	prep.	into	
160745	gl	[g]l    	gl(II)/	gl (II)	n. m. sg. cstr. gen.	cup	b gl ḥtṯ 'in a cup of silver'.
160746	ḥtṯ	ḥtṯ	ḥtṯ/	ḥtṯ	n. m. sg. abs. gen.	silver	
# KTU 1.14 II:19							
160747	yn	yn  	yn/	yn	n. m. sg. abs. acc.	wine	
160748	b	b 	b	b	prep.	into	
160749	gl	gl  	gl(II)/	gl (II)	n. m. sg. cstr. gen.	cup	b gl ḫrṣ 'in a cup of gold'.
160750		[ ] 	?	?	?	?	No sign is present in TF; the translations and expert source place no lexical word here.
160751	ḫrṣ	[ḫ]rṣ    	ḫrṣ/	ḫrṣ	n. m. sg. abs. gen.	gold	
160752	nbt	nbt	nb(t/t	nbt	n. f. sg. abs. acc.	honey	(pour) nbt 'honey' (// yn).
# KTU 1.14 II:20							
160753	ˤl	ʿl  	!!ˤl(y[	/ʕ-l-y/	vb G impv. m. sg.	to go up	ˤl l ẓr mgdl 'go up to the top of the tower' (EUPT: G-Imp. ˤulû).
160753	ˤl	ʿl  	ˤl(I)	ʕl (I)	prep.	upon	Alt.: prep.
160754	l	l 	l(I)	l (I)	prep.	to	
160755	ẓr	ẓr  	ẓr(I)/	ẓr (I)	n. m. sg. cstr. gen.	top, back	l ẓr 'to the top of'.
160756	mgdl	m[g]dl	mgdl/	mgdl	n. m. sg. abs. gen.	tower	
# KTU 1.14 II:21							
160757	w	w 	w	w	conj.	and	
160758	ˤl	ʿl  	!!ˤl(y[	/ʕ-l-y/	vb G impv. m. sg.	to go up	EUPT: G-Imp. ˤulû (// II:20); auto reads adv. ˤl (II).
160758	ˤl	ʿl  	ˤl(II)	ʕl (II)	adv.	above	Alt.: adv.
160759	l	l 	l(I)	l (I)	prep.	to	
160760	ẓr	ẓr  	ẓr(I)/	ẓr (I)	n. m. sg. cstr. gen.	top, back	
160761	mgdl	mgdl   	mgdl/	mgdl	n. m. sg. abs. gen.	tower	Genitive complement of l ẓr 'on top of', parallel to II:20.
160762	rkb	rkb	!!rkb[	/r-k-b/	vb G impv. m. sg.	to mount	rkb ṯkmm ḥmt 'mount the shoulders of the wall' (EUPT: G-Imp.).
# KTU 1.14 II:22							
160763	ṯkmm	ṯkmm  	ṯk/m~m	ṯkm	n. m. du. cstr. acc. + encl. -m	shoulder	ṯkmm ḥmt 'the shoulders of the wall'.
160764	ḥmt	ḥmt  	ḥm(t(I)/t	ḥmt (I)	n. f. sg. abs. gen.	wall	
160765	ša	ša  	!!(nš(ʔ[&a	/n-š-ʔ/	vb G impv. m. sg.	to raise	ša ydk šmm 'raise your hands to heaven' (lengthened impv.).
160766	ydk	ydk	yd(I)/+k	yd (I)	n. f. du. cstr. acc. + 2 m. sg. suff.	hand	
# KTU 1.14 II:23							
160767	šmm	šmm  	šm(m(I)/m	šmm (I)	n. m. pl. tant. abs. acc.	heavens	Plural-tantum object of ša 'raise' (DULAT forms; EUPT Akk. m. pl.).
160768	dbḥl	dbḥ .l 	!!dbḥ[ l(I)	/d-b-ḥ/, l (I)	vb G impv. m. sg., prep.	to sacrifice, to	Two lexical words joined by TF: dbḥ l ṯr abk il 'sacrifice to the Bull, your father El' (DULAT direct attestation; EUPT; Martijn/Tania).
160769	ṯr	ṯr	ṯr(I)/	ṯr (I)	n. m. sg. cstr. gen.	bull	
# KTU 1.14 II:24							
160770	abk	abk  	ab/+k	ảb	n. m. sg. cstr. gen. + 2 m. sg. suff.	father	
160771	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
160772	šrd	šrd  	šrd[:d	/š-r-d/	vb D impv. m. sg.	to bring down > to honour	šrd bˤl b dbḥk 'serve/honour Baal with your sacrifice' (DULAT /š-r-d/; EUPT D-Imp.).
160773	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. acc.	Baʿlu/Baal	
# KTU 1.14 II:25							
160774	b	b 	b	b	prep.	with	b dbḥk 'with your sacrifice'.
160775	dbḥk	dbḥk  	dbḥ/+k	dbḥ	n. m. sg. cstr. gen. + 2 m. sg. suff.	sacrifice	
160776	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. acc.	son	bn dgn 'the son of Dagan' (= Baal).
160777	dgn	dgn	dgn(II)/	dgn (II)	DN m. sg. abs. gen.	Dagan	EUPT: dgn DN 'Dagānu'.
# KTU 1.14 II:26							
160778	b	b 	b	b	prep.	with	
160779	mṣdk	mṣdk  	mṣd(I)/+k	mṣd (I)	n. m. sg. cstr. gen. + 2 m. sg. suff.	feast of game	b mṣdk 'with your game-offering'.
160780	w	w 	w	w	conj.	and	
160781	yrd	yrd	!y!(yrd[	/y-r-d/	vb G prefc. 3 m. sg. juss.	to go down	w yrd krt l ggt 'and let Kirta come down from the roof' (juss.).
160781	yrd	yrd	yrd[	/y-r-d/	vb G suffc. 3 m. sg.	to go down	Alt. EUPT G-SK 3 m. sg.; Martijn/Tania note that an SC may carry future/volitive force here.
# KTU 1.14 II:27							
160782	krt	krt  	krt/	krt	PN sg. abs. nom.	Kirta	
160783	l	l 	l(I)	l (I)	prep.	from	
160784	ggt	ggt  	gg(I)/t=	gg (I)	n. m. pl. abs. gen.	roof	l ggt 'from the roof-terraces'; current DULAT and Huehnergard classify gg I as masculine (Martijn/Tania: -t occurs in the plural form).
160785	ˤdb	ʿdb	ˤdb[	/ʕ-d-b/	vb G suffc. 3 m. sg.	to prepare	ˤdb akl 'let him prepare food' (EUPT: G-SK ˤadaba; juss. sense).
# KTU 1.14 II:28							
160786	akl	akl  	akl(II)/	ảkl (II)	n. m. sg. abs. acc.	grain, food	
160787	l	l 	l(I)	l (I)	prep.	from	akl l qryt 'food from the cities'.
160788	qryt	qryt	qry(t/t	qryt	n. f. sg. abs. gen.	city	
# KTU 1.14 II:29							
160789	ḥṭt	ḥṭt  	ḥṭ(t/t	ḥṭt	n. f. sg. abs. acc.	wheat	
160790	l	l 	l(I)	l (I)	prep.	from	
160791	bt	bt  	b(t(I)/t	bt (I)	n. f. sg. cstr. gen.	daughter	bt ḫbr 'Daughter-of-Ḫubur' (TN; EUPT ON Bêtu-Ḫabūri).
160792	ḫbr	ḫbr	ḫbr/	ḫbr	TN sg. abs. gen.	Ḫubur	
# KTU 1.14 II:30							
160793	yip	yip  	!y!(ʔ&ip(y[	/ʔ-p-y/	vb G prefc. 3 m. sg. juss.	to bake	Weak-final /ʔ-p-y/ with reconstructed third radical: yip lḥm 'let him bake bread' (DULAT direct attestation; EUPT G-PKK yaˀpî; Martijn/Tania).
160794	lḥm	lḥm  	lḥm/	lḥm	n. m. sg. abs. acc.	bread	
160795	d	d 	d	d	det. or rel. functor	which	d ḫmš 'for the fifth (month)'.
160796	ḫmš	ḫmš	ḫmš(II)/	ḫmš (II)	adj. m. sg. abs. gen.	fifth	Substantivized ordinal in lḥm d ḫmš 'bread (to last until) the fifth month' (DULAT direct attestation and adjectival POS; EUPT).
# KTU 1.14 II:31							
160797	mġd	mġd  	mġd/	mġd	n. m. sg. cstr. acc.	food, provisions	Construct before the following measure phrase (EUPT Akk. m. sg. St.cs.; DULAT: food until the sixth month).
160798	ṯdṯ	ṯdṯ  	ṯdṯ/	ṯdṯ	adj. m. sg. abs. gen.	sixth	Primary DULAT ordinal reading: ṯdṯ yrḫm 'the sixth month'.
160798	ṯdṯ	ṯdṯ  	ṯdṯ/	ṯdṯ	num. m. sg. cstr. gen.	six-count	Alt. EUPT Kollektivzahl Gen. m. sg. St.cs.: 'a six-count of months'.
160799	yrḫm	yrḫm	yrḫ/m	yrḫ	n. m. pl. abs. gen.	month	Plural ending -m, not an enclitic: EUPT Gen. m. pl.; Martijn/Tania yrḫ/m.
# KTU 1.14 II:32							
160800	ˤdn	ʿdn  	ˤdn(III)/	ʕdn (III)	n. m. sg. cstr. nom.	party, troops	Construct in ˤdn ngb 'the provisioning-party/troops of victualling' (DULAT direct attestation).
160801	ngb	ngb  	ngb/	ngb	n. m. sg. abs. gen.	victualling	DULAT nominal reading in ˤdn ngb 'troops of victualling'; EUPT alternatively parses nugiba as Gpass suffc. 3 m. sg. 'was provisioned'.
160802	w	w 	w	w	conj.	and	
160803	yṣi	yṣi	yṣ(ʔ&i[	/y-ṣ-ʔ/	vb G prefc. 3 m. sg. juss.	to go out	w yṣi ṣbu 'and let the army march out' (juss.).
# KTU 1.14 II:33							
160804	ṣbu	ṣbu  	ṣbu(I)/	ṣbủ (I)	n. m. sg. cstr. nom.	army	ṣbu ṣbi 'the army of armies' (a huge host).
160805	ṣbi	ṣbi  	ṣb(u&i(I)/	ṣbủ (I)	n. m. sg. abs. gen.	army	
160806	ngb	ngb	ngb/	ngb	n. m. sg. abs. gen.	victualling	DULAT nominal reading: ṣbu ṣbi ngb 'the largest army of victualling'; EUPT alternatively parses nugiba as Gpass suffc. 3 m. sg. 'was provisioned'.
# KTU 1.14 II:34							
160807	w	w 	w	w	conj.	and	
160808	yṣi	yṣi  	yṣ(ʔ&i[	/y-ṣ-ʔ/	vb G prefc. 3 m. sg. juss.	to go out	
160809	ˤdn	ʿdn 	ˤdn(III)/	ʕdn (III)	n. m. sg. abs. nom.	party, troops	MERGE WITH THE NEXT: TF splits ˤdnx; unknown x is a scribal error after ˤdn 'troops' and is excluded from normalized reconstruction (Martijn/Tania), in w yṣi ˤdn mˤ 'and let the troops go out as one'.
160810	x	[[x ]]    	ˤdn(III)/	ʕdn (III)	n. m. sg. abs. nom.	party, troops	MERGE WITH THE PREVIOUS.
160811	mˤ	mʿ	mˤ(II)	mʕ (II)	adv.	as one, together	Primary DULAT direct attestation: yṣi ˤdn mˤ 'let the troops go out as one'.
160811	mˤ	mʿ	mˤ(I)	mʕ (I)	adj. m. sg. abs. nom.	strong, great	Alt. EUPT maˁˁu, Adj. Nom. m. sg.; current DULAT's EUPT enrichment records mʕ I 'strong, great'.
# KTU 1.14 II:35							
160812	ṣbuk	ṣbuk  	ṣbu(I)/+k	ṣbủ (I)	n. m. sg. cstr. nom. + 2 m. sg. suff.	army	ṣbuk ul mad 'your army (will be) a mighty force'.
160813	ul	ul  	ul/	ủl	n. m. sg. abs. nom.	(military) force	
160814	mad	mad	m(ʔ&ad[	/m-ʔ-d/	vb G suffc. 3 m. sg.	to be immense, numerous	DULAT direct attestation: ṣbuk ul mad 'your army (will be) a force which is immense'. EUPT instead labels maˀadu an adjective; the lexical predicate remains the same.
# KTU 1.14 II:36							
160815	ṯlṯ	ṯlṯ  	ṯlṯ(III)/	ṯlṯ (III)	n. m. pl. cstr. nom.	charioteer	Primary DULAT direct attestation: ṯlṯ mat rbt 'the charioteers are hundreds of myriads'.
160815	ṯlṯ	ṯlṯ  	ṯlṯ(I)/	ṯlṯ (I)	num. m. sg. abs. nom.	three	Alt. EUPT: 'three hundred myriads'.
160816	mart	ma[[r]]t    	m(ʔ&a&r(t/t=	mỉt	n. f. pl. abs. nom.	hundred	KTU corrected: mỉt | Read mảt/mỉt 'hundreds'; r is a scribal error and /t= marks the plural (DULAT direct attestation; Martijn/Tania; // III:22).
160817	rbt	rbt	rb(t/t=	rb(b)t	num. f. pl. abs. gen.	ten thousand	Primary Martijn/Tania and DULAT reading: plural 'myriads' governed by 'hundreds'. EUPT instead parses rabbatu as a singular nominative cardinal.
# KTU 1.14 II:37							
160818	ḫpṯ	ḫpṯ  	ḫpṯ/	ḫpṯ	n. m. sg. abs. nom.	fugitive or light-armed soldier	Collective: ḫpṯ d bl spr 'mercenaries without number' (DULAT direct attestation).
160819	d	d 	d	d	det. or rel. functor	which	
160820	bl	bl  	bl(II)	bl (II)	prep.	without	d bl spr 'without number'.
160821	spr	spr	spr(III)/	spr (III)	n. m. sg. cstr. gen.	number, count	
# KTU 1.14 II:38							
160822	ṯnn	ṯnn  	ṯnn(I)/	ṯnn (I)	n. m. sg. abs. nom.	archer	ṯnn d bl hg 'archers without count'.
160823	d	d 	d	d	det. or rel. functor	which	
160824	bl	bl  	bl(II)	bl (II)	prep.	without	EUPT: bl(î) 'without' (Neg.); DULAT bl (III) 'beer' rejected here.
160825	hg	hg	hg/	hg	n. m. sg. cstr. gen.	count, enumeration	
# KTU 1.14 II:39							
160826	hlk	hlk  	hlk[/	/h-l-k/	vb G act. ptcpl. m. pl. abs. nom.	to go, march	hlk l alpm 'marching by the thousand' (EUPT: G-SK 3 m. pl.).
160826	hlk	hlk  	hlk[:w	/h-l-k/	vb G suffc. 3 m. pl.	to go, march	EUPT: halakū 3 m. pl.
160827	l	l 	l(I)	l (I)	prep.	by	
160828	alpm	alpm  	alp(II)/m	ảlp (II)	num. pl.	thousand	l alpm 'by the thousand'.
160829	ḫḏḏ	ḫḏḏ	ḫḏḏ/	ḫḏ(ḏ)	n. m. sg. abs. acc.	downpour, squall	km ḫḏḏ 'like a downpour'.
# KTU 1.14 II:40							
160830	w	w 	w	w	conj.	and	
160831	l	l 	l(I)	l (I)	prep.	by	
160832	rbt	rbt  	rb(t/t=	rb(b)t	num. f. pl. abs. gen.	ten thousand	Plural 'by myriads' after l (Martijn/Tania /t=; EUPT Gen. f. pl.; DULAT direct attestation).
160833	km	km  	km	km	prep.	like	
160834	yr	yr	yr/	yr	n. m. sg. abs. gen.	early rain	km yr 'like the early rain'.
# KTU 1.14 II:41							
160835	aṯr	aṯr  	aṯr(I)	ảṯr (I)	prep.	behind, after	Primary EUPT/Martijn-Tania reading: aṯr ṯn ṯn hlk 'two by two they march'; the previous homonym III means 'where' and is excluded.
160835	aṯr	aṯr  	!!(ʔ&aṯr[/	/ʔ-ṯ-r/	vb G inf.	to go, follow	Alt. DULAT direct attestation: 'by the myriad like early rain they go/follow; two by two they go'.
160836	ṯn	ṯn  	ṯn(I)/	ṯn (I)	num.	two	
160837	ṯn	ṯn  	ṯn(I)/	ṯn (I)	num.	two	
160838	hlk	hlk	hlk[	/h-l-k/	vb G suffc. 3 m. du.	to go, march	EUPT: halakā 3 m. du.
# KTU 1.14 II:42							
160839	aṯr	aṯr  	aṯr(I)	ảṯr (I)	prep.	behind, after	Primary EUPT/Martijn-Tania reading: aṯr ṯlṯ klhm 'in threes, all of them'; the previous homonym III means 'where' and is excluded.
160839	aṯr	aṯr  	!!(ʔ&aṯr[/	/ʔ-ṯ-r/	vb G inf.	to go, follow	Alt. DULAT direct attestation: 'they go in threes, all of them'.
160840	ṯlṯ	ṯlṯ  	ṯlṯ(I)/	ṯlṯ (I)	num.	three	aṯr ṯlṯ klhm 'behind three, all of them' (DULAT ṯlṯ I 'set of three').
160841	klhm	klhm	kl/+hm	kl	n. m. sg. cstr. nom. + 3 m. pl. suff.	all (of them)	klhm 'all of them'.
# KTU 1.14 II:43							
160842	yḥd	yḥd  	yḥd/	yḥd	adj. m. sg. abs. nom.	solitary, only one	yḥd bth sgr 'the lone man should shut his house'.
160843	bth	bth  	bt(II)/+h	bt (II)	n. m. sg. cstr. acc. + 3 m. sg. suff.	house	
160844	sgr	sgr	sgr[	/s-g-r/	vb G suffc. 3 m. sg. juss.	to shut, close	EUPT: sagara 3 m. sg. (jussive sense).
# KTU 1.14 II:44							
160845	almnt	almnt  	almn(t/t	ảlmnt	n. f. sg. abs. nom.	widow	almnt škr tškr 'the widow hires (herself) out'.
160846	škr	škr	!!škr(I)[/	/š-k-r/ (I)	vb G inf.	to hire out	škr tškr (paronomastic inf. + prefc.).
# KTU 1.14 II:45							
160847	tškr	tškr  	!t!škr[	/š-k-r/ (I)	vb G prefc. 3 f. sg.	to hire out	
160848	zbl	zbl  	zbl(III)/	zbl (III)	n. m. sg. abs. nom.	the sick one	zbl ˤršm yšu 'let the sick one carry his bed' (DULAT zbl III 'one carried').
160849	ˤršm	ʿršm	ˤrš/~m	ʕrš	n. f. sg. abs. acc. + encl. -m	bed, stretcher	DULAT and Huehnergard classify ʕrš as feminine; EUPT instead assigns masculine gender to this occurrence.
# KTU 1.14 II:46							
160850	yšu	yšu  	!y!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 m. sg. juss.	to lift, carry	yšu 'let him carry' (juss.).
160851	ˤwr	ʿwr  	ˤwr/	ʕwr	n. m. sg. abs. nom.	blind man	ˤwr mzl ymzl 'the blind man gropes his way'.
160852	mszl	m[[s]]zl  	!!m&szl[/&y&m	/m-z-l/	vb G inf.	to grope one's way	MERGE WITH THE NEXT: TF splits the single corrupt form mszlym; read paronomastic infinitive mzl with scribal s, y, and m (Martijn/Tania; DULAT /m-z-l/; EUPT).
160853	ym	[[ym]]	!!m&szl[/&y&m	/m-z-l/	vb G inf.	to grope one's way	MERGE WITH THE PREVIOUS; erased ym belongs to the corrupt infinitive, not to the nouns 'day' or 'sea'.
# KTU 1.14 II:47							
160854	ymzl	ymzl  	!y!mzl[	/m-z-l/	vb G prefc. 3 m. sg. juss.	to grope one's way	Primary DULAT/EUPT G-stem reading in the paronomastic construction mzl ymzl.
160854	ymzl	ymzl  	!y!mzl[:d	/m-z-l/	vb D prefc. 3 m. sg. juss.	to grope one's way	Alt. Martijn/Tania D-stem analysis.
160855	w	w 	w	w	conj.	and	
160856	yṣi	yṣi  	yṣ(ʔ&i[	/y-ṣ-ʔ/	vb G prefc. 3 m. sg. juss.	to go out	
160857	trḫ	trḫ	trḫ/	trḫ	n. m. sg. abs. nom.	newlywed, groom	trḫ ḥdṯ 'the newlywed' (DULAT trḫ n.; EUPT tarīḫu).
# KTU 1.14 II:48							
160858	ḥdṯ	ḥdṯ  	ḥdṯ(I)/	ḥdṯ (I)	adj. m. sg. abs. nom.	new, newly (wed)	
160859	ybˤr	ybʿr  	!y!bˤr(II)[:d	/b-ʕ-r/ (II)	vb D prefc. 3 m. sg. juss.	to send away	ybˤr l ṯn aṯth 'let him hand his wife to another'.
160860	l	l 	l(I)	l (I)	prep.	to	
160861	ṯn	ṯn	ṯn(II)/	ṯn (II)	num. or adj. m. sg. abs. gen.	another, second	DULAT direct attestation l ṯn 'to another'; EUPT instead labels ṯanî an indefinite pronoun.
# KTU 1.14 II:49							
160862	aṯth	aṯth  	aṯ(t/t+h	ảṯt	n. f. sg. cstr. acc. + 3 m. sg. suff.	wife	
160863	lm	lm  	l(I)~m	l (I)	prep. + encl. -m	to	Enclitic -m: lm nkr 'to a stranger' (Martijn/Tania).
160864	nkr	nkr	nkr/	nkr	adj. m. sg. abs. gen.	stranger, foreigner	lm nkr 'to a stranger'.
# KTU 1.14 II:50							
160865	mddth	mddth  	mdd(t(I)/t+h	mddt (I)	n. f. sg. cstr. acc. + 3 m. sg. suff.	beloved	mddth 'his beloved'.
160866	k	k 	k(I)	k (I)	prep.	like	k irby 'like locusts'.
160867	irby	irby	irby/	ỉrby	n. m. sg. abs. gen.	locust	
# KTU 1.14 II:51							
160868	tškn	tškn  	!t!škn[	/š-k-n/	vb G prefc. 3 m. pl.	to settle	k irby tškn šd 'like locusts they settle the field' (EUPT: 3 m. pl. taškunū).
160869	šd	šd	šd(I)/	šd (I)	n. m. sg. abs. acc.	open field	
# KTU 1.14 III:1							
160870	km	km  	km	km	prep.	like	km ḥsn pat mdbr 'like locusts (on) the fringes of the desert'. DULAT km s.v. 1.14 III:1; EUPT 'wie Grashüpfer'. Comparative prep. as at 160615.
160871	ḥsn	ḥsn  	ḥsn/	ḥsn	n. m. sg. abs. gen.	grasshoppers	Abs. not cstr.: km governs ḥsn, and pat mdbr is a separate construct chain. EUPT vocalises ḤSN-i (gen.); DULAT ḥsn s.v. 1.14 III:1 'km ḥsn pảt mdbr'.
160872	pat	pat 	p(i&at/	pỉt	n. m. pl. cstr. gen.	2) boundary	pat mdbr 'the fringes of the desert' (DULAT pỉt n. m./f., sense 2 'boundary, border, side, fringe, edge' [technical meaning], cited s.v. 1.14 III:1); DULAT lists pảt as the pl. EUPT vocalises piˀata (sg. acc.), with piˀāti f. pl. cstr. offered in the commentary — compatible with the m./f. gender. NB the DULAT cache narrows m./f. to m. in the gender column; true value is in raw_notes.
160873	mdbr	mdbr	mdbr/	mdbr	n. m. sg. abs. gen.	desert	Genitive complement in pat mdbr 'fringes of the desert' (DULAT; Martijn/Tania; EUPT).
# KTU 1.14 III:2							
160874	lk	lk  	!!(hlk[	/h-l-k/	vb G impv. m. sg.	to go	lk ym w ṯn 'go one day and a second'. Not l (I) + 2 m. sg. suff.: DULAT lk redirects to root /h-l-k/ and cites ym (I) s.v. 1.14 III:2 'lk ym w ṯn … = go one day and a second'; EUPT vocalises li⸢k⸣ 'Geh'; Burns Workbook IX root hlk. Same encoding as 154457, 156408, 158891.
160875	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	Adverbial accusative of duration after lk (EUPT); compare the repeated day-count in III:2–12.
160876	w	w 	w	w	conj.	1) copulative conj.	Reviewed against DULAT, EUPT, and Martijn/Tania; current analysis retained.
160877	ṯn	ṯn 	ṯn(II)/	ṯn (II)	num. m. sg. abs. acc.	second	Ordinal in the day-count; DULAT ṯn II and EUPT Ordinalzahl Akk. m. sg.
160878	ṯlṯ	ṯlṯ  	ṯlṯ(II)/	ṯlṯ (II)	num. m. sg. abs. acc.	third	Ordinal in the day-count; DULAT ṯlṯ II and EUPT ṯāliṯa.
160879	rbˤ	rbʿ 	rbˤ/	rbʕ	num.	fourth	Reviewed against DULAT, EUPT, and Martijn/Tania; current analysis retained.
160880	ym	ym	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	Adverbial accusative in rbˤ ym 'a fourth day' (EUPT).
# KTU 1.14 III:3							
160881	ḫmš	ḫmš  	ḫmš(I)/	ḫmš (I)	num.	five	Reviewed against DULAT, EUPT, and Martijn/Tania; current analysis retained.
160882	ṯdṯ	ṯdṯ  	ṯdṯ/	ṯdṯ	num. m. sg. abs. acc.	sixth	Ordinal in the day-count (DULAT adj./num.; EUPT Akk. m. sg.).
160883	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. acc.	day	Adverbial accusative of duration (EUPT).
